student_id,all_clicks,active_days,access_frequency,material_clicks,avg_quiz_score,quiz_attempts,avg_assignment_score,assignment_submissions,final_grade,risk_cluster,total_time_spent
365701,2712,122,22.229508196721312,106.0,89.75,4.0,96.0,4.0,85,0,5424
365707,1944,135,14.4,74.0,100.0,5.0,82.0,6.0,85,0,3888
365764,71,5,14.2,5.0,0.0,0.0,35.4,5.0,40,0,142
365782,3382,230,14.704347826086957,512.0,85.85714285714286,7.0,79.33333333333333,6.0,85,0,6764
365893,194,17,11.411764705882353,16.0,0.0,0.0,53.125,8.0,30,0,388
365893,194,17,11.411764705882353,16.0,0.0,0.0,53.125,8.0,65,0,388
365939,192,8,24.0,11.0,0.0,0.0,0.0,0.0,40,0,384
365993,162,13,12.461538461538462,11.0,65.33333333333333,3.0,56.0,1.0,40,0,324
366024,1759,169,10.408284023668639,146.0,44.0,4.0,59.5,6.0,40,0,3518
366164,1113,39,28.53846153846154,21.0,50.333333333333336,3.0,56.333333333333336,3.0,30,0,2226
366267,33,4,8.25,6.0,0.0,0.0,56.5,2.0,30,0,66
366310,2574,135,19.066666666666666,130.0,57.8,10.0,65.83333333333333,6.0,65,0,5148
366310,2574,135,19.066666666666666,130.0,57.8,10.0,65.83333333333333,6.0,65,0,5148
366367,532,49,10.857142857142858,55.0,58.75,4.0,0.0,0.0,65,0,1064
366424,224,12,18.666666666666668,13.0,10.0,1.0,78.5,4.0,30,0,448
366424,224,12,18.666666666666668,13.0,10.0,1.0,78.5,4.0,65,0,448
366449,546,44,12.409090909090908,28.0,0.0,0.0,82.0,6.0,65,0,1092
366479,498,45,11.066666666666666,41.0,0.0,0.0,71.4,5.0,65,0,996
366483,1465,129,11.356589147286822,81.0,0.0,0.0,76.8,5.0,65,0,2930
366524,475,69,6.884057971014493,123.0,88.0,5.0,82.0,5.0,65,0,950
366535,14,3,4.666666666666667,0.0,0.0,0.0,0.0,0.0,30,0,28
366873,767,64,11.984375,16.0,50.0,4.0,72.25,4.0,40,0,1534
366936,737,22,33.5,14.0,90.0,2.0,77.0,3.0,30,0,1474
366987,543,57,9.526315789473685,34.0,0.0,0.0,76.8,5.0,65,0,1086
367045,18,4,4.5,0.0,0.0,0.0,0.0,0.0,30,0,36
367045,18,4,4.5,0.0,0.0,0.0,0.0,0.0,30,0,36
367127,299,28,10.678571428571429,25.0,0.0,0.0,77.66666666666667,6.0,65,0,598
367304,62,8,7.75,13.0,0.0,0.0,48.8,5.0,40,0,124
367348,109,13,8.384615384615385,3.0,80.0,2.0,71.5,2.0,40,0,218
367352,775,51,15.196078431372548,30.0,51.25,4.0,71.75,4.0,40,0,1550
367433,314,23,13.652173913043478,40.0,85.0,4.0,78.66666666666667,6.0,65,0,628
367510,352,19,18.526315789473685,32.0,68.6,5.0,51.833333333333336,6.0,30,0,704
367510,352,19,18.526315789473685,32.0,68.6,5.0,51.833333333333336,6.0,30,0,704
367510,352,19,18.526315789473685,32.0,68.6,5.0,51.833333333333336,6.0,30,0,704
367535,560,81,6.91358024691358,30.0,76.0,5.0,61.166666666666664,6.0,65,0,1120
367609,1816,97,18.721649484536083,141.0,96.0,5.0,83.83333333333333,6.0,65,0,3632
367646,261,35,7.457142857142857,25.0,0.0,0.0,88.16666666666667,6.0,85,0,522
367815,248,19,13.052631578947368,31.0,81.5,2.0,34.0,1.0,30,0,496
368077,1558,110,14.163636363636364,36.0,80.0,5.0,76.83333333333333,6.0,65,0,3116
368106,140,15,9.333333333333334,22.0,0.0,0.0,43.5,2.0,40,0,280
368194,437,32,13.65625,36.0,0.0,0.0,50.4,5.0,65,0,874
368436,6634,234,28.35042735042735,274.0,81.5,4.0,74.6,10.0,65,0,13268
368436,6634,234,28.35042735042735,274.0,81.5,4.0,74.6,10.0,65,0,13268
368439,22,2,11.0,4.0,0.0,0.0,0.0,0.0,40,0,44
368521,1208,69,17.507246376811594,29.0,0.0,0.0,59.4,5.0,65,0,2416
368741,1,1,1.0,0.0,0.0,0.0,0.0,0.0,40,0,2
368749,2801,187,14.97860962566845,332.0,52.857142857142854,7.0,59.666666666666664,6.0,40,0,5602
368824,292,25,11.68,24.0,0.0,0.0,55.6,5.0,40,0,584
368876,554,30,18.466666666666665,21.0,67.25,4.0,53.0,2.0,40,0,1108
368963,677,52,13.01923076923077,26.0,0.0,0.0,66.4,5.0,65,0,1354
369208,125,10,12.5,6.0,83.0,5.0,62.0,4.0,40,0,250
369208,125,10,12.5,6.0,83.0,5.0,62.0,4.0,65,0,250
369234,576,40,14.4,8.0,0.0,0.0,28.666666666666668,3.0,40,0,1152
369242,259,11,23.545454545454547,9.0,84.875,8.0,73.0,5.0,30,0,518
369242,259,11,23.545454545454547,9.0,84.875,8.0,73.0,5.0,65,0,518
369319,1627,82,19.841463414634145,137.0,0.0,0.0,62.6,5.0,65,0,3254
369507,43,7,6.142857142857143,0.0,0.0,0.0,0.0,0.0,30,0,86
369610,2595,85,30.529411764705884,81.0,92.25,4.0,86.75,4.0,65,0,5190
369715,842,52,16.192307692307693,29.0,100.0,3.0,65.16666666666667,6.0,65,0,1684
369834,1265,117,10.811965811965813,54.0,0.0,0.0,73.6,5.0,30,0,2530
369908,8551,245,34.90204081632653,709.0,75.57142857142857,7.0,73.33333333333333,6.0,30,0,17102
369908,8551,245,34.90204081632653,709.0,75.57142857142857,7.0,73.33333333333333,6.0,65,0,17102
369986,185,27,6.851851851851852,39.0,100.0,4.0,59.6,5.0,65,0,370
370008,858,54,15.88888888888889,8.0,100.0,5.0,75.33333333333333,3.0,40,0,1716
370089,145,13,11.153846153846153,4.0,0.0,0.0,79.57142857142857,7.0,30,0,290
370089,145,13,11.153846153846153,4.0,0.0,0.0,79.57142857142857,7.0,65,0,290
370294,352,19,18.526315789473685,23.0,0.0,0.0,92.5,2.0,40,0,704
370302,351,54,6.5,74.0,90.0,4.0,31.6,5.0,40,0,702
370307,302,20,15.1,37.0,100.0,1.0,63.0,1.0,30,0,604
370336,194,10,19.4,6.0,80.0,1.0,0.0,0.0,40,0,388
370336,194,10,19.4,6.0,80.0,1.0,0.0,0.0,30,0,388
370367,1234,77,16.025974025974026,75.0,0.0,0.0,63.0,4.0,30,0,2468
370512,2263,163,13.883435582822086,123.0,69.75,4.0,0.0,0.0,65,0,4526
370720,194,11,17.636363636363637,2.0,85.0,4.0,62.8,5.0,40,0,388
370839,562,24,23.416666666666668,73.0,37.5,2.0,66.5,2.0,30,0,1124
370859,887,106,8.367924528301886,93.0,96.0,5.0,80.0,6.0,65,0,1774
370865,139,7,19.857142857142858,6.0,0.0,0.0,61.666666666666664,6.0,65,0,278
370920,3,1,3.0,0.0,0.0,0.0,0.0,0.0,30,0,6
370949,1936,137,14.13138686131387,288.0,79.66666666666667,6.0,76.8,5.0,65,0,3872
371044,2543,163,15.60122699386503,352.0,73.71428571428571,7.0,72.83333333333333,6.0,65,0,5086
371113,25,5,5.0,11.0,0.0,0.0,0.0,0.0,30,0,50
371113,25,5,5.0,11.0,0.0,0.0,0.0,0.0,30,0,50
371184,486,57,8.526315789473685,123.0,76.66666666666667,3.0,75.33333333333333,3.0,30,0,972
371362,84,5,16.8,5.0,0.0,0.0,0.0,0.0,30,0,168
371429,438,7,62.57142857142857,2.0,67.0,1.0,68.0,1.0,30,0,876
371439,335,24,13.958333333333334,42.0,53.5,4.0,37.333333333333336,3.0,40,0,670
371526,608,84,7.238095238095238,68.0,59.666666666666664,3.0,61.25,4.0,65,0,1216
371530,156,12,13.0,13.0,90.0,4.0,77.83333333333333,6.0,85,0,312
371679,788,83,9.493975903614459,65.0,96.0,5.0,71.0,8.0,65,0,1576
371679,788,83,9.493975903614459,65.0,96.0,5.0,71.0,8.0,30,0,1576
371710,2960,125,23.68,20.0,0.0,0.0,81.6,5.0,65,0,5920
371831,1446,124,11.661290322580646,148.0,47.833333333333336,6.0,48.666666666666664,6.0,65,0,2892
371888,45,2,22.5,7.0,0.0,0.0,65.0,1.0,30,0,90
371901,403,23,17.52173913043478,43.0,55.25,4.0,77.33333333333333,3.0,65,0,806
372172,37,6,6.166666666666667,8.0,0.0,0.0,77.0,1.0,40,0,74
372234,4990,168,29.702380952380953,496.0,79.5,4.0,91.5,4.0,65,0,9980
372577,485,69,7.028985507246377,24.0,79.0,2.0,37.142857142857146,7.0,30,0,970
372577,485,69,7.028985507246377,24.0,79.0,2.0,37.142857142857146,7.0,30,0,970
372602,114,14,8.142857142857142,4.0,0.0,0.0,63.2,5.0,85,0,228
372658,248,43,5.767441860465116,7.0,96.0,5.0,68.66666666666667,6.0,65,0,496
372812,93,7,13.285714285714286,10.0,0.0,0.0,77.0,1.0,30,0,186
372812,93,7,13.285714285714286,10.0,0.0,0.0,77.0,1.0,30,0,186
372997,928,57,16.280701754385966,87.0,100.0,4.0,88.0,5.0,85,0,1856
373126,1180,63,18.73015873015873,117.0,58.5,6.0,42.833333333333336,6.0,40,0,2360
373174,1527,89,17.15730337078652,66.0,80.0,1.0,63.4,5.0,40,0,3054
373174,1527,89,17.15730337078652,66.0,80.0,1.0,63.4,5.0,65,0,3054
373237,1006,82,12.268292682926829,56.0,0.0,0.0,44.333333333333336,6.0,40,0,2012
373269,843,36,23.416666666666668,80.0,80.0,4.0,46.0,3.0,40,0,1686
373280,811,55,14.745454545454546,55.0,0.0,0.0,72.28571428571429,7.0,30,0,1622
373280,811,55,14.745454545454546,55.0,0.0,0.0,72.28571428571429,7.0,40,0,1622
373369,1137,109,10.431192660550458,79.0,92.57142857142857,7.0,90.33333333333333,6.0,85,0,2274
373790,40,8,5.0,3.0,0.0,0.0,34.5,2.0,30,0,80
373795,71,4,17.75,5.0,0.0,0.0,0.0,0.0,30,0,142
373795,71,4,17.75,5.0,0.0,0.0,0.0,0.0,30,0,142
373807,2171,79,27.481012658227847,17.0,100.0,2.0,81.0,2.0,40,0,4342
373846,1028,27,38.074074074074076,13.0,0.0,0.0,39.5,2.0,30,0,2056
373848,562,59,9.525423728813559,34.0,96.0,5.0,66.5,6.0,65,0,1124
373872,1528,71,21.52112676056338,74.0,0.0,0.0,65.6,5.0,65,0,3056
374028,3676,160,22.975,201.0,93.5,4.0,96.0,4.0,85,0,7352
374038,267,51,5.235294117647059,19.0,76.0,5.0,57.333333333333336,6.0,40,0,534
374055,2,1,2.0,1.0,0.0,0.0,0.0,0.0,30,0,4
374102,276,36,7.666666666666667,25.0,66.66666666666667,3.0,73.0,4.0,40,0,552
374234,1200,91,13.186813186813186,124.0,100.0,5.0,84.6,5.0,65,0,2400
374515,111,13,8.538461538461538,19.0,60.0,1.0,46.5,2.0,30,0,222
374636,638,54,11.814814814814815,47.0,0.0,0.0,76.66666666666667,6.0,65,0,1276
374645,122,17,7.176470588235294,24.0,0.0,0.0,60.666666666666664,6.0,65,0,244
374747,298,23,12.956521739130435,3.0,60.0,5.0,54.333333333333336,6.0,65,0,596
374756,1206,65,18.553846153846155,69.0,96.75,4.0,84.0,1.0,85,0,2412
375260,829,157,5.280254777070064,63.0,0.0,0.0,71.4,5.0,65,0,1658
375300,595,65,9.153846153846153,35.0,84.66666666666667,6.0,86.2,5.0,85,0,1190
375646,606,53,11.433962264150944,22.0,0.0,0.0,75.6,5.0,65,0,1212
375688,133,10,13.3,4.0,0.0,0.0,0.0,0.0,30,0,266
375711,25,5,5.0,1.0,0.0,0.0,74.0,1.0,40,0,50
375717,872,81,10.765432098765432,113.0,100.0,3.0,88.25,4.0,65,0,1744
375856,290,25,11.6,22.0,0.0,0.0,65.2,5.0,65,0,580
375960,192,13,14.76923076923077,7.0,85.0,4.0,75.0,6.0,65,0,384
376067,4,3,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,30,0,8
376117,2,1,2.0,0.0,0.0,0.0,0.0,0.0,30,0,4
376280,40,2,20.0,3.0,0.0,0.0,0.0,0.0,40,0,80
376439,2342,154,15.207792207792208,67.0,0.0,0.0,87.0,5.0,85,0,4684
376581,2333,124,18.81451612903226,125.0,0.0,0.0,72.8,5.0,65,0,4666
376617,525,55,9.545454545454545,40.0,80.0,2.0,75.4,5.0,65,0,1050
376701,280,10,28.0,9.0,10.0,1.0,0.0,0.0,30,0,560
376868,21,2,10.5,3.0,0.0,0.0,0.0,0.0,40,0,42
377469,290,37,7.837837837837838,29.0,96.0,5.0,70.66666666666667,6.0,65,0,580
377546,1660,144,11.527777777777779,30.0,0.0,0.0,83.0,5.0,85,0,3320
377759,9151,216,42.36574074074074,98.0,80.0,1.0,85.2,5.0,65,0,18302
377846,4736,206,22.990291262135923,25.0,100.0,5.0,56.166666666666664,6.0,65,0,9472
377905,542,44,12.318181818181818,14.0,100.0,1.0,72.0,3.0,40,0,1084
378462,608,22,27.636363636363637,31.0,88.0,5.0,79.2,5.0,65,0,1216
378543,560,38,14.736842105263158,55.0,96.0,5.0,74.83333333333333,6.0,65,0,1120
378576,897,54,16.61111111111111,59.0,45.5,2.0,0.0,0.0,30,0,1794
378721,138,16,8.625,7.0,100.0,1.0,59.0,3.0,30,0,276
378721,138,16,8.625,7.0,100.0,1.0,59.0,3.0,30,0,276
378728,536,25,21.44,43.0,0.0,0.0,76.8,5.0,65,0,1072
378825,1811,148,12.236486486486486,156.0,0.0,0.0,74.33333333333333,9.0,65,0,3622
378825,1811,148,12.236486486486486,156.0,0.0,0.0,74.33333333333333,9.0,65,0,3622
378920,2238,113,19.805309734513273,80.0,78.75,4.0,85.5,8.0,65,0,4476
378920,2238,113,19.805309734513273,80.0,78.75,4.0,85.5,8.0,85,0,4476
378953,591,53,11.150943396226415,62.0,77.66666666666667,3.0,81.0,3.0,40,0,1182
379023,830,70,11.857142857142858,48.0,0.0,0.0,58.0,5.0,40,0,1660
379042,1835,101,18.168316831683168,87.0,79.27272727272727,11.0,90.6,5.0,65,0,3670
379042,1835,101,18.168316831683168,87.0,79.27272727272727,11.0,90.6,5.0,85,0,3670
379124,1191,122,9.762295081967213,109.0,0.0,0.0,72.5,4.0,65,0,2382
379185,611,24,25.458333333333332,16.0,62.333333333333336,3.0,70.0,1.0,40,0,1222
379199,82,10,8.2,18.0,0.0,0.0,0.0,0.0,40,0,164
379210,230,29,7.931034482758621,26.0,90.0,4.0,65.5,4.0,40,0,460
379212,280,21,13.333333333333334,111.0,0.0,0.0,80.0,2.0,30,0,560
379255,254,20,12.7,8.0,84.5,2.0,61.5,2.0,40,0,508
379265,941,48,19.604166666666668,59.0,53.0,2.0,81.5,2.0,40,0,1882
379330,603,23,26.217391304347824,61.0,0.0,0.0,67.33333333333333,3.0,30,0,1206
379402,294,10,29.4,10.0,100.0,2.0,60.0,1.0,40,0,588
379406,3185,108,29.49074074074074,298.0,90.83333333333333,6.0,83.5,4.0,30,0,6370
379406,3185,108,29.49074074074074,298.0,90.83333333333333,6.0,83.5,4.0,65,0,6370
379720,556,30,18.533333333333335,49.0,0.0,0.0,52.8,5.0,65,0,1112
379861,1979,127,15.582677165354331,212.0,90.57142857142857,7.0,89.66666666666667,6.0,85,0,3958
379983,50,5,10.0,12.0,0.0,0.0,0.0,0.0,40,0,100
380138,536,25,21.44,22.0,0.0,0.0,45.5,2.0,40,0,1072
380151,20,2,10.0,2.0,0.0,0.0,0.0,0.0,30,0,40
380184,395,24,16.458333333333332,66.0,66.66666666666667,3.0,53.333333333333336,6.0,65,0,790
380204,1140,70,16.285714285714285,216.0,92.0,5.0,80.33333333333333,6.0,65,0,2280
380205,133,18,7.388888888888889,10.0,100.0,1.0,57.0,2.0,40,0,266
380239,1196,124,9.64516129032258,100.0,0.0,0.0,81.0,6.0,65,0,2392
380240,814,85,9.576470588235294,27.0,95.0,4.0,70.2,5.0,40,0,1628
380253,2081,123,16.91869918699187,134.0,0.0,0.0,74.83333333333333,6.0,65,0,4162
380341,726,66,11.0,61.0,47.666666666666664,6.0,47.833333333333336,6.0,65,0,1452
380429,1073,63,17.03174603174603,52.0,0.0,0.0,88.0,6.0,65,0,2146
380515,21,2,10.5,5.0,0.0,0.0,100.0,1.0,30,0,42
380662,519,95,5.463157894736842,18.0,0.0,0.0,64.83333333333333,6.0,65,0,1038
380681,253,18,14.055555555555555,27.0,0.0,0.0,74.5,4.0,30,0,506
380681,253,18,14.055555555555555,27.0,0.0,0.0,74.5,4.0,30,0,506
380919,2072,144,14.38888888888889,283.0,83.2,5.0,59.5,6.0,65,0,4144
380953,1062,97,10.948453608247423,16.0,0.0,0.0,67.8,5.0,65,0,2124
381240,360,26,13.846153846153847,38.0,64.5,2.0,0.0,0.0,40,0,720
381533,1798,101,17.801980198019802,43.0,76.0,5.0,71.5,6.0,65,0,3596
381539,208,37,5.621621621621622,53.0,0.0,0.0,62.666666666666664,3.0,30,0,416
381541,1099,120,9.158333333333333,69.0,88.0,5.0,77.75,4.0,65,0,2198
381544,618,31,19.93548387096774,165.0,80.0,5.0,72.66666666666667,6.0,65,0,1236
381642,1290,109,11.8348623853211,106.0,0.0,0.0,78.8,5.0,30,0,2580
381646,3744,184,20.347826086956523,487.0,65.71428571428571,7.0,74.0,4.0,65,0,7488
381669,273,52,5.25,36.0,95.0,4.0,70.0,5.0,65,0,546
381722,106,13,8.153846153846153,20.0,0.0,0.0,73.0,1.0,30,0,212
381882,566,37,15.297297297297296,28.0,0.0,0.0,48.8,5.0,40,0,1132
381909,1756,78,22.512820512820515,124.0,84.0,5.0,94.33333333333333,6.0,85,0,3512
381917,2522,179,14.089385474860336,75.0,92.0,5.0,77.16666666666667,6.0,85,0,5044
381927,899,72,12.48611111111111,43.0,96.75,4.0,92.75,4.0,85,0,1798
382051,142,12,11.833333333333334,9.0,0.0,0.0,46.0,6.0,65,0,284
382095,2392,157,15.235668789808917,31.0,0.0,0.0,76.6,5.0,65,0,4784
382339,1,1,1.0,1.0,77.0,1.0,60.0,1.0,40,0,2
382378,1146,75,15.28,107.0,0.0,0.0,64.66666666666667,9.0,30,0,2292
382378,1146,75,15.28,107.0,0.0,0.0,64.66666666666667,9.0,65,0,2292
382408,55,4,13.75,18.0,0.0,0.0,0.0,0.0,30,0,110
382497,1700,172,9.883720930232558,124.0,88.85714285714286,7.0,86.83333333333333,6.0,65,0,3400
382575,744,55,13.527272727272727,47.0,86.66666666666667,3.0,57.0,2.0,40,0,1488
382641,1674,115,14.556521739130435,193.0,80.4,5.0,82.66666666666667,6.0,65,0,3348
382742,269,38,7.078947368421052,13.0,0.0,0.0,46.0,3.0,40,0,538
382877,42,2,21.0,11.0,0.0,0.0,0.0,0.0,30,0,84
382879,57,5,11.4,5.0,0.0,0.0,0.0,0.0,40,0,114
382920,1267,104,12.182692307692308,37.0,88.0,5.0,79.0,6.0,65,0,2534
382947,448,16,28.0,47.0,0.0,0.0,0.0,0.0,40,0,896
382979,2578,203,12.699507389162562,39.0,100.0,5.0,83.83333333333333,6.0,85,0,5156
383140,562,31,18.129032258064516,84.0,65.33333333333333,3.0,0.0,0.0,65,0,1124
383158,1491,50,29.82,17.0,47.0,4.0,60.75,4.0,65,0,2982
383180,657,45,14.6,16.0,0.0,0.0,72.0,3.0,30,0,1314
383241,1882,99,19.01010101010101,318.0,88.0,5.0,68.83333333333333,6.0,65,0,3764
383254,543,91,5.967032967032967,41.0,0.0,0.0,75.6,5.0,65,0,1086
383303,337,19,17.736842105263158,31.0,92.0,5.0,79.0,4.0,40,0,674
383311,60,3,20.0,6.0,0.0,1.0,0.0,0.0,40,0,120
383347,5053,169,29.899408284023668,540.0,89.4,10.0,89.5,10.0,85,0,10106
383347,5053,169,29.899408284023668,540.0,89.4,10.0,89.5,10.0,65,0,10106
383372,2409,120,20.075,99.0,39.25,4.0,59.25,4.0,65,0,4818
383571,526,64,8.21875,30.0,100.0,5.0,84.5,6.0,85,0,1052
383600,725,35,20.714285714285715,15.0,0.0,0.0,78.6,5.0,65,0,1450
383643,10,2,5.0,1.0,0.0,0.0,0.0,0.0,40,0,20
383694,1194,99,12.06060606060606,118.0,0.0,0.0,86.0,6.0,65,0,2388
383701,495,34,14.558823529411764,67.0,74.25,4.0,61.333333333333336,6.0,40,0,990
383723,7532,237,31.780590717299578,223.0,0.0,0.0,80.2,5.0,65,0,15064
383785,274,19,14.421052631578947,29.0,0.0,0.0,42.0,1.0,30,0,548
383828,29,3,9.666666666666666,9.0,0.0,0.0,0.0,0.0,30,0,58
383967,269,25,10.76,31.0,84.0,5.0,62.166666666666664,6.0,65,0,538
383971,770,56,13.75,38.0,48.666666666666664,3.0,26.333333333333332,3.0,40,0,1540
383978,627,45,13.933333333333334,38.0,0.0,0.0,52.5,6.0,65,0,1254
384026,168,11,15.272727272727273,20.0,33.5,2.0,72.0,1.0,40,0,336
384106,442,22,20.09090909090909,14.0,100.0,1.0,0.0,0.0,30,0,884
384106,442,22,20.09090909090909,14.0,100.0,1.0,0.0,0.0,30,0,884
384153,807,57,14.157894736842104,48.0,0.0,0.0,50.25,4.0,30,0,1614
384203,5184,213,24.338028169014084,48.0,0.0,0.0,75.4,5.0,65,0,10368
384246,623,66,9.43939393939394,88.0,68.71428571428571,7.0,75.66666666666667,6.0,65,0,1246
384266,13,3,4.333333333333333,2.0,0.0,0.0,100.0,1.0,30,0,26
384372,342,32,10.6875,46.0,0.0,0.0,38.0,1.0,40,0,684
384636,434,43,10.093023255813954,49.0,93.33333333333333,3.0,69.0,2.0,40,0,868
384678,602,66,9.121212121212121,34.0,90.0,4.0,55.5,2.0,40,0,1204
384725,4677,151,30.973509933774835,114.0,0.0,0.0,80.4,5.0,65,0,9354
384884,1192,83,14.36144578313253,75.0,88.0,5.0,75.4,5.0,65,0,2384
384909,113,10,11.3,13.0,90.0,2.0,60.0,3.0,30,0,226
384999,1135,83,13.674698795180722,98.0,0.0,0.0,80.1,10.0,30,0,2270
384999,1135,83,13.674698795180722,98.0,0.0,0.0,80.1,10.0,85,0,2270
385033,1407,70,20.1,42.0,92.36363636363636,11.0,82.2,5.0,65,0,2814
385033,1407,70,20.1,42.0,92.36363636363636,11.0,82.2,5.0,65,0,2814
385034,251,25,10.04,29.0,80.0,1.0,58.5,2.0,30,0,502
385040,69,8,8.625,9.0,80.0,1.0,69.0,1.0,40,0,138
385120,722,53,13.622641509433961,64.0,27.0,3.0,31.666666666666668,3.0,30,0,1444
385218,705,58,12.155172413793103,37.0,0.0,0.0,63.75,4.0,40,0,1410
385341,147,6,24.5,13.0,0.0,0.0,39.5,2.0,40,0,294
385387,6059,214,28.313084112149532,122.0,100.0,4.0,98.75,4.0,85,0,12118
385405,766,31,24.70967741935484,13.0,0.0,0.0,74.8,5.0,65,0,1532
385495,730,29,25.17241379310345,67.0,0.0,0.0,83.6,5.0,30,0,1460
385495,730,29,25.17241379310345,67.0,0.0,0.0,83.6,5.0,40,0,1460
385820,1769,104,17.009615384615383,172.0,92.0,5.0,78.66666666666667,6.0,65,0,3538
385927,92,8,11.5,5.0,0.0,0.0,57.2,5.0,65,0,184
385937,3263,207,15.76328502415459,198.0,0.0,0.0,89.5,6.0,65,0,6526
385947,422,25,16.88,55.0,0.0,0.0,86.0,2.0,30,0,844
385980,358,27,13.25925925925926,18.0,56.0,1.0,58.0,1.0,30,0,716
385980,358,27,13.25925925925926,18.0,56.0,1.0,58.0,1.0,30,0,716
386121,236,22,10.727272727272727,15.0,90.0,1.0,62.0,1.0,30,0,472
386121,236,22,10.727272727272727,15.0,90.0,1.0,62.0,1.0,30,0,472
386140,242,13,18.615384615384617,26.0,0.0,0.0,57.0,3.0,30,0,484
386140,242,13,18.615384615384617,26.0,0.0,0.0,57.0,3.0,40,0,484
386189,110,23,4.782608695652174,7.0,10.0,1.0,56.0,1.0,30,0,220
386348,1806,148,12.202702702702704,37.0,96.0,5.0,83.5,4.0,65,0,3612
386374,18,4,4.5,0.0,0.0,0.0,90.0,1.0,40,0,36
386671,537,23,23.347826086956523,13.0,0.0,0.0,75.0,4.0,30,0,1074
386671,537,23,23.347826086956523,13.0,0.0,0.0,75.0,4.0,85,0,1074
386833,1334,91,14.659340659340659,158.0,61.333333333333336,6.0,78.5,6.0,40,0,2668
386849,234,18,13.0,40.0,0.0,0.0,40.0,1.0,30,0,468
386880,1660,150,11.066666666666666,165.0,93.0,7.0,91.66666666666667,6.0,65,0,3320
386889,260,23,11.304347826086957,35.0,100.0,5.0,82.5,6.0,65,0,520
386912,2,1,2.0,0.0,0.0,0.0,0.0,0.0,30,0,4
386924,164,31,5.290322580645161,14.0,0.0,0.0,67.8,5.0,65,0,328
386952,910,114,7.982456140350878,16.0,0.0,0.0,68.0,5.0,65,0,1820
387009,1577,55,28.672727272727272,81.0,48.5,4.0,53.0,4.0,65,0,3154
387289,1296,78,16.615384615384617,124.0,36.0,4.0,35.666666666666664,6.0,30,0,2592
387289,1296,78,16.615384615384617,124.0,36.0,4.0,35.666666666666664,6.0,40,0,2592
387335,171,14,12.214285714285714,23.0,60.0,1.0,61.0,1.0,30,0,342
387359,903,75,12.04,36.0,0.0,0.0,68.33333333333333,9.0,30,0,1806
387359,903,75,12.04,36.0,0.0,0.0,68.33333333333333,9.0,65,0,1806
387406,389,29,13.413793103448276,23.0,0.0,0.0,60.6,5.0,40,0,778
387533,1096,49,22.367346938775512,23.0,0.0,0.0,55.0,2.0,40,0,2192
387656,255,15,17.0,18.0,0.0,0.0,69.5,2.0,30,0,510
387700,264,29,9.10344827586207,45.0,84.0,5.0,61.6,5.0,40,0,528
387702,185,13,14.23076923076923,32.0,0.0,0.0,66.0,2.0,40,0,370
387773,3623,126,28.753968253968253,66.0,0.0,0.0,87.6,5.0,85,0,7246
387944,2215,94,23.56382978723404,176.0,67.66666666666667,3.0,56.0,5.0,40,0,4430
387944,2215,94,23.56382978723404,176.0,67.66666666666667,3.0,56.0,5.0,40,0,4430
387954,532,14,38.0,11.0,0.0,0.0,0.0,0.0,30,0,1064
387963,2081,84,24.773809523809526,112.0,96.5,4.0,81.7,10.0,85,0,4162
387963,2081,84,24.773809523809526,112.0,96.5,4.0,81.7,10.0,85,0,4162
388052,84,8,10.5,9.0,80.0,2.0,73.0,5.0,65,0,168
388147,441,29,15.206896551724139,22.0,0.0,0.0,40.0,2.0,40,0,882
388205,251,40,6.275,9.0,80.0,2.0,50.333333333333336,3.0,40,0,502
388360,213,26,8.192307692307692,7.0,95.0,4.0,64.0,3.0,40,0,426
388410,337,32,10.53125,32.0,90.0,2.0,71.33333333333333,3.0,40,0,674
388432,307,51,6.019607843137255,17.0,96.0,5.0,73.6,5.0,40,0,614
388484,177,11,16.09090909090909,29.0,0.0,0.0,66.0,1.0,40,0,354
388538,3863,123,31.40650406504065,205.0,87.25,4.0,0.0,0.0,65,0,7726
388549,172,10,17.2,10.0,80.0,1.0,75.0,1.0,40,0,344
388708,558,37,15.08108108108108,84.0,88.5,2.0,85.66666666666667,3.0,30,0,1116
388722,671,57,11.771929824561404,21.0,0.0,0.0,63.8,5.0,65,0,1342
388738,1744,74,23.56756756756757,56.0,0.0,0.0,77.25,4.0,30,0,3488
388750,276,18,15.333333333333334,32.0,38.0,2.0,0.0,0.0,30,0,552
388885,875,50,17.5,23.0,0.0,0.0,60.6,5.0,65,0,1750
388947,4408,226,19.504424778761063,243.0,0.0,0.0,90.66666666666667,6.0,65,0,8816
388975,420,45,9.333333333333334,17.0,80.0,4.0,49.0,6.0,40,0,840
389025,776,63,12.317460317460318,38.0,0.0,0.0,60.2,5.0,40,0,1552
389076,65,1,65.0,16.0,0.0,0.0,0.0,0.0,30,0,130
389076,65,1,65.0,16.0,0.0,0.0,0.0,0.0,30,0,130
389101,1188,78,15.23076923076923,30.0,100.0,4.0,79.66666666666667,6.0,85,0,2376
389249,411,48,8.5625,59.0,92.0,5.0,69.4,5.0,65,0,822
389250,352,26,13.538461538461538,14.0,75.0,2.0,92.0,1.0,40,0,704
389267,138,10,13.8,15.0,0.0,0.0,89.25,4.0,30,0,276
