student_id,all_clicks,active_days,access_frequency,material_clicks,avg_quiz_score,quiz_attempts,avg_assignment_score,assignment_submissions,final_grade,total_time_spent,procrastination_index,late_submission_count,max_burnout_score,avg_burnout_score,spike_count,crash_count,decline_weeks,avg_instability,max_instability,burnout_weeks,total_weeks,burnout_week_ratio,burnout_risk,burnout_probability,burnout_predicted,risk_level
167906,1510,99,15.252525252525253,93.0,0.0,0.0,69.4,5.0,65,3020,-2.8,2.0,0.6857790383744095,0.3119614518807214,9.0,5.0,16.0,0.0460160025374093,0.0817009016130665,15.0,32.0,0.46875,1,0.96,1,High Risk
167961,2129,124,17.169354838709676,116.0,0.0,0.0,76.0,5.0,65,4258,0.0,0.0,0.3825067976844,0.1999583613718379,4.0,1.0,14.0,0.0434298606899019,0.1489177489177489,5.0,32.0,0.15625,0,0.3,0,Low Risk
168178,1293,63,20.52380952380953,43.0,31.75,4.0,60.0,4.0,65,2586,-1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
168243,161,10,16.1,33.0,30.0,1.0,0.0,0.0,30,322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
168936,745,42,17.738095238095237,26.0,0.0,0.0,66.4,5.0,65,1490,0.0,0.0,0.6747533494183289,0.3419759027492441,8.0,6.0,13.0,0.035795144551318,0.0822252560653885,12.0,26.0,0.4615384615384615,1,0.91,1,High Risk
169008,910,40,22.75,70.0,0.0,0.0,61.2,5.0,65,1820,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169079,1832,164,11.170731707317072,109.0,0.0,0.0,94.16666666666669,6.0,85,3664,0.2857142857142857,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169213,332,51,6.509803921568627,48.0,72.0,5.0,63.833333333333336,6.0,65,664,-0.8181818181818182,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169297,400,25,16.0,33.0,78.33333333333333,3.0,70.0,2.0,30,800,-3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169380,993,73,13.602739726027398,288.0,74.75,4.0,88.0,1.0,65,1986,-1.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169400,1208,63,19.17460317460317,61.0,0.0,0.0,89.8,5.0,85,2416,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169515,212,14,15.142857142857142,28.0,0.0,0.0,59.0,2.0,30,424,12.0,0.0,0.0228042084282487,0.0131556163948883,0.0,0.0,0.0,0.0254732519716479,0.0441558441558441,0.0,3.0,0.0,0,0.0,0,Safe
169700,32,3,10.666666666666666,2.0,0.0,0.0,0.0,0.0,40,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169894,469,26,18.03846153846154,77.0,79.5,2.0,90.5,8.0,30,938,-1.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
169894,469,26,18.03846153846154,77.0,79.5,2.0,90.5,8.0,65,938,-1.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
170025,691,60,11.516666666666667,145.0,66.875,8.0,58.57142857142857,7.0,30,1382,-0.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
170025,691,60,11.516666666666667,145.0,66.875,8.0,58.57142857142857,7.0,65,1382,-0.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
170030,810,84,9.642857142857142,169.0,84.0909090909091,11.0,90.0,9.0,65,1620,-1.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
170030,810,84,9.642857142857142,169.0,84.0909090909091,11.0,90.0,9.0,85,1620,-1.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
170356,439,26,16.884615384615383,36.0,0.0,0.0,65.0,1.0,30,878,1.0,0.0,0.3412534190566985,0.1508759134544813,0.0,0.0,2.0,0.0635699690275372,0.1038961038961039,1.0,5.0,0.2,0,0.38,0,Low Risk
170864,4774,201,23.751243781094526,95.0,96.5,4.0,0.0,0.0,85,9548,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
171751,320,42,7.619047619047619,14.0,96.0,5.0,69.33333333333333,6.0,65,640,1.818181818181818,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
171896,3250,156,20.83333333333333,222.0,62.0,10.0,64.85714285714286,7.0,30,6500,-0.9444444444444444,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
171896,3250,156,20.83333333333333,222.0,62.0,10.0,64.85714285714286,7.0,65,6500,-0.9444444444444444,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
172112,1939,135,14.362962962962962,156.0,0.0,0.0,69.6,5.0,65,3878,-7.0,3.0,0.4654637856926145,0.2532764850541306,7.0,3.0,13.0,0.0526318546169379,0.1869929442522563,12.0,31.0,0.3870967741935484,1,0.93,1,High Risk
172137,2095,108,19.39814814814815,109.0,88.0,5.0,77.8,5.0,65,4190,-1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
172301,35,7,5.0,2.0,0.0,0.0,0.0,0.0,30,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
172797,1782,86,20.72093023255814,54.0,0.0,0.0,61.4,5.0,65,3564,-0.8,2.0,0.6973516652988998,0.2987666702589435,7.0,4.0,19.0,0.0574942257661985,0.1594265192093355,16.0,34.0,0.4705882352941176,1,0.99,1,High Risk
172965,1219,54,22.57407407407408,118.0,97.75,4.0,87.0,10.0,85,2438,2.857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
172965,1219,54,22.57407407407408,118.0,97.75,4.0,87.0,10.0,30,2438,2.857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
172965,1219,54,22.57407407407408,118.0,97.75,4.0,87.0,10.0,65,2438,2.857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
173004,1583,123,12.869918699186991,93.0,57.285714285714285,7.0,64.5,12.0,30,3166,33.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
173004,1583,123,12.869918699186991,93.0,57.285714285714285,7.0,64.5,12.0,40,3166,33.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
173163,900,23,39.130434782608695,27.0,0.0,0.0,37.5,4.0,40,1800,-11.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
173316,1704,74,23.027027027027028,76.0,73.33333333333333,3.0,47.5,4.0,40,3408,-6.142857142857143,5.0,0.3352677232526149,0.1091349784269992,0.0,0.0,1.0,0.0684611808871933,0.1142857142857142,1.0,4.0,0.25,0,0.05,0,Safe
173335,435,49,8.877551020408163,21.0,95.0,4.0,63.2,5.0,40,870,-2.111111111111111,5.0,0.3844625725427015,0.2028720934109175,1.0,1.0,1.0,0.0213931556841139,0.0339617678114993,1.0,5.0,0.2,0,0.01,0,Safe
173370,1350,121,11.15702479338843,81.0,0.0,0.0,63.333333333333336,6.0,65,2700,4.428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
174024,812,38,21.36842105263158,15.0,0.0,0.0,60.4,5.0,65,1624,2.0,0.0,0.3991406443372052,0.2188094662276218,4.0,1.0,13.0,0.0225823997000269,0.0601123988592817,4.0,26.0,0.1538461538461538,0,0.03,0,Safe
174094,4841,222,21.806306306306308,221.0,0.0,0.0,75.4,5.0,65,9682,-2.6,2.0,0.7251273856982179,0.2721087539912288,7.0,4.0,17.0,0.0790083932476048,0.2478296060346823,21.0,37.0,0.5675675675675675,1,1.0,1,High Risk
174222,701,41,17.097560975609756,6.0,90.0,4.0,64.0,5.0,65,1402,0.1111111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
174440,196,17,11.529411764705882,10.0,70.0,2.0,47.0,2.0,40,392,-3.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
174487,434,42,10.333333333333334,52.0,92.0,5.0,58.333333333333336,6.0,65,868,-1.181818181818182,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
174745,1610,46,35.0,15.0,0.0,0.0,65.0,5.0,65,3220,1.4,0.0,0.7098886537144103,0.3303525613533793,7.0,5.0,11.0,0.0622815143738281,0.0983837071633204,17.0,24.0,0.7083333333333334,1,0.97,1,High Risk
174782,6318,249,25.373493975903614,200.0,0.0,0.0,80.4,5.0,65,12636,2.0,0.0,0.7280348976948386,0.2996137959238462,8.0,5.0,19.0,0.0666294070960845,0.2136882951424089,18.0,37.0,0.4864864864864865,1,1.0,1,High Risk
175392,4447,197,22.573604060913706,197.0,0.0,0.0,82.4,5.0,65,8894,1.8,0.0,0.3968131880027057,0.2863394252592625,7.0,4.0,23.0,0.0416192116366511,0.1176979772672999,13.0,39.0,0.3333333333333333,1,0.98,1,High Risk
175447,3779,166,22.76506024096385,55.0,0.0,0.0,69.6,5.0,65,7558,0.6,1.0,0.6852492045700825,0.2550210807304038,6.0,3.0,17.0,0.0570632440169946,0.0987215492757221,18.0,35.0,0.5142857142857142,1,0.97,1,High Risk
175490,2360,117,20.17094017094017,204.0,92.0,4.0,92.25,4.0,85,4720,-0.625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
175638,267,32,8.34375,20.0,64.66666666666667,3.0,33.75,4.0,40,534,-3.142857142857143,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
175772,3018,72,41.91666666666666,34.0,0.0,0.0,85.0,1.0,30,6036,-3.0,1.0,0.7215895685030328,0.3289573000686673,2.0,2.0,5.0,0.09410367608389,0.1549803703303949,7.0,10.0,0.7,1,0.98,1,High Risk
175932,2016,97,20.783505154639176,36.0,0.0,0.0,78.2,5.0,65,4032,-0.4,2.0,0.7413493591227707,0.3245996189786354,9.0,6.0,19.0,0.0489311937298065,0.166878858945162,16.0,35.0,0.4571428571428571,1,0.93,1,High Risk
175991,138,17,8.117647058823529,1.0,0.0,0.0,37.6,5.0,40,276,-16.2,2.0,0.3231539560473246,0.1592090877339603,2.0,0.0,4.0,0.0225626574777625,0.0779220779220779,2.0,12.0,0.1666666666666666,0,0.03,0,Safe
176092,1201,109,11.01834862385321,97.0,74.14285714285714,7.0,72.8,5.0,65,2402,-1.3076923076923077,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
177333,1049,115,9.121739130434785,90.0,66.66666666666667,6.0,59.8,5.0,65,2098,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
177354,923,68,13.573529411764708,64.0,0.0,0.0,89.83333333333333,6.0,65,1846,2.571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
177554,326,16,20.375,7.0,0.0,0.0,81.33333333333333,3.0,40,652,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
177639,77,5,15.4,7.0,0.0,0.0,0.0,0.0,30,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,Safe
177817,388,44,8.818181818181818,43.0,85.4,5.0,68.5,4.0,30,776,-1.4444444444444444,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
177967,765,70,10.928571428571429,148.0,69.75,4.0,0.0,0.0,65,1530,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
177981,1746,99,17.636363636363637,170.0,81.14285714285714,7.0,89.66666666666667,6.0,65,3492,-0.4285714285714285,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178020,1026,69,14.869565217391305,159.0,0.0,0.0,60.8,5.0,65,2052,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178072,516,61,8.459016393442623,80.0,50.0,5.0,65.0,5.0,30,1032,8.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178072,516,61,8.459016393442623,80.0,50.0,5.0,65.0,5.0,65,1032,8.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178258,339,22,15.409090909090908,13.0,0.0,0.0,80.6,5.0,30,678,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178496,448,35,12.8,34.0,82.0,4.0,89.25,4.0,85,896,-0.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178738,161,15,10.733333333333333,18.0,70.0,2.0,66.0,2.0,40,322,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
178963,118,12,9.833333333333334,12.0,85.0,4.0,66.66666666666667,6.0,65,236,-2.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
179073,156,14,11.142857142857142,12.0,0.0,0.0,75.66666666666667,3.0,30,312,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
179254,45,5,9.0,3.0,70.0,2.0,63.5,2.0,40,90,-5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
179297,108,3,36.0,16.0,0.0,0.0,100.0,1.0,40,216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
179605,167,10,16.7,19.0,100.0,1.0,63.0,2.0,30,334,-1.0,1.0,0.0031299893921125,0.0018952050097041,0.0,0.0,0.0,0.0036696900624802,0.006060606060606,0.0,3.0,0.0,0,0.0,0,Safe
179718,1197,82,14.597560975609756,162.0,0.0,0.0,69.66666666666667,3.0,40,2394,-12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
179892,2737,138,19.83333333333333,218.0,88.57142857142857,7.0,90.66666666666669,6.0,65,5474,1.1428571428571428,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
179904,637,28,22.75,54.0,0.0,0.0,61.66666666666666,3.0,40,1274,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
180651,890,84,10.595238095238097,148.0,0.0,0.0,87.0,6.0,65,1780,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
180667,1766,98,18.020408163265305,279.0,90.0,6.0,81.6,5.0,65,3532,-0.1666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
180753,2012,157,12.81528662420382,66.0,0.0,0.0,53.4,5.0,65,4024,2.8,0.0,0.68502449917613,0.2446877129549038,7.0,3.0,19.0,0.0264209917253492,0.0512653553007357,5.0,38.0,0.131578947368421,0,0.0,0,Safe
180958,2785,193,14.430051813471502,205.0,64.0,7.0,66.66666666666667,6.0,65,5570,-0.0714285714285714,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
180976,4525,145,31.20689655172414,198.0,82.0,4.0,75.75,4.0,65,9050,-1.375,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
181316,487,20,24.35,11.0,0.0,0.0,76.0,1.0,30,974,-1.0,1.0,0.6717151099006013,0.2778117797546967,1.0,1.0,4.0,0.0914990523301335,0.2155844155844155,3.0,8.0,0.375,1,0.86,1,High Risk
181861,1812,75,24.16,45.0,82.75,4.0,0.0,0.0,65,3624,-3.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
182661,26,1,26.0,0.0,80.0,1.0,0.0,0.0,65,52,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
182824,239,20,11.95,20.0,96.0,5.0,72.33333333333333,6.0,65,478,-1.818181818181818,6.0,0.0071542614676858,0.0035771307338429,0.0,0.0,0.0,0.0069264069264069,0.0138528138528138,0.0,2.0,0.0,0,0.0,0,Safe
182854,1552,74,20.97297297297297,129.0,68.75,4.0,64.66666666666667,3.0,65,3104,-3.571428571428572,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
183057,833,66,12.62121212121212,34.0,0.0,0.0,65.6,5.0,65,1666,-21.8,5.0,0.3917323172974475,0.2513151578634685,5.0,4.0,11.0,0.0250836889096204,0.0753246753246753,5.0,26.0,0.1923076923076923,0,0.04,0,Safe
183096,1975,116,17.025862068965516,110.0,0.0,0.0,54.0,5.0,65,3950,-0.6,1.0,0.4332105744413352,0.2590980640454656,2.0,2.0,22.0,0.0428177517133168,0.1253090356025977,8.0,33.0,0.2424242424242424,0,0.15,0,Safe
183287,162,10,16.2,3.0,100.0,1.0,77.0,1.0,30,324,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
183331,683,34,20.08823529411765,40.0,0.0,0.0,46.25,4.0,30,1366,-4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
183331,683,34,20.08823529411765,40.0,0.0,0.0,46.25,4.0,40,1366,-4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
183714,3289,220,14.95,513.0,88.28571428571429,7.0,73.16666666666667,6.0,65,6578,-1.0714285714285714,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
183806,149,7,21.285714285714285,7.0,100.0,2.0,85.0,1.0,40,298,60.333333333333336,0.0,0.3130435975920594,0.1061364312309412,1.0,0.0,0.0,0.0150360390509456,0.0347185067632267,0.0,3.0,0.0,0,0.0,0,Safe
183947,964,58,16.620689655172413,43.0,0.0,0.0,49.0,5.0,65,1928,-1.0,2.0,0.6784559306285485,0.2822393220022868,5.0,5.0,12.0,0.0355116735752522,0.1423441750054004,6.0,26.0,0.2307692307692307,0,0.47,0,Low Risk
184025,112,7,16.0,3.0,0.0,0.0,0.0,0.0,40,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
184271,1312,147,8.92517006802721,20.0,0.0,0.0,59.8,5.0,65,2624,2.6,0.0,0.378916618187107,0.2384878265566591,5.0,2.0,18.0,0.0202261161312253,0.0554112554112554,3.0,33.0,0.0909090909090909,0,0.01,0,Safe
184583,152,9,16.88888888888889,2.0,0.0,0.0,0.0,0.0,40,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
184968,443,19,23.31578947368421,43.0,83.0,2.0,69.0,2.0,30,886,-0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
184972,1761,73,24.12328767123288,89.0,0.0,0.0,79.4,5.0,65,3522,-0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
185021,101,10,10.1,4.0,70.0,2.0,69.0,6.0,65,202,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
185024,240,25,9.6,39.0,0.0,0.0,90.0,2.0,30,480,-57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
185057,302,17,17.764705882352942,23.0,22.0,1.0,77.5,4.0,30,604,-0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
185057,302,17,17.764705882352942,23.0,22.0,1.0,77.5,4.0,65,604,-0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
185127,856,75,11.413333333333334,98.0,69.5,2.0,65.66666666666667,9.0,65,1712,1.0833333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
185349,4702,177,26.56497175141243,40.0,92.0,5.0,77.5,6.0,65,9404,-0.5454545454545454,5.0,0.7128505220439425,0.2806985933245435,1.0,1.0,2.0,0.0578030821698599,0.111004427710491,3.0,5.0,0.6,1,0.99,1,High Risk
185350,236,30,7.866666666666666,4.0,0.0,0.0,59.6,5.0,40,472,-11.0,3.0,0.3721314537484593,0.264660504366902,3.0,3.0,8.0,0.0166644579619027,0.0701298701298701,5.0,17.0,0.2941176470588235,0,0.04,0,Safe
185439,427,15,28.466666666666665,17.0,0.0,0.0,74.0,1.0,40,854,-5.0,1.0,0.6304013352209333,0.2072765904925668,1.0,0.0,2.0,0.0584930226503282,0.0805194805194805,2.0,5.0,0.4,1,0.83,1,High Risk
186149,2136,109,19.59633027522936,118.0,0.0,0.0,76.0,5.0,65,4272,-8.6,4.0,0.4155888074743767,0.2285904027663935,6.0,1.0,17.0,0.0576995170496938,0.1229452472315726,13.0,36.0,0.3611111111111111,1,0.91,1,High Risk
186565,609,36,16.916666666666668,29.0,60.0,1.0,73.0,2.0,40,1218,-0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
186670,232,25,9.28,29.0,73.33333333333333,3.0,72.2,5.0,40,464,-16.375,7.0,0.3059988280139536,0.1031919862492655,1.0,0.0,0.0,0.0093347030828322,0.0210777023220897,0.0,3.0,0.0,0,0.0,0,Safe
186780,30,2,15.0,9.0,0.0,0.0,0.0,0.0,30,60,-44.0,2.0,0.0080485441511466,0.0040242720755733,0.0,0.0,0.0,0.0077922077922077,0.0155844155844155,0.0,2.0,0.0,0,0.0,0,Safe
186988,368,20,18.4,38.0,95.0,4.0,47.25,4.0,40,736,-7.0,8.0,0.3090250592370442,0.1062873895850374,1.0,0.0,0.0,0.0153283400785593,0.0269374011880589,0.0,3.0,0.0,0,0.0,0,Safe
187100,8562,231,37.06493506493506,408.0,0.0,0.0,89.2,5.0,85,17124,2.0,0.0,0.7486007177253533,0.2969073055236618,9.0,2.0,20.0,0.0884158501889727,0.222026862648388,25.0,37.0,0.6756756756756757,1,0.98,1,High Risk
187257,315,43,7.325581395348837,37.0,84.0,5.0,77.8,5.0,65,630,-1.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
187435,1851,66,28.045454545454547,212.0,93.25,4.0,96.75,4.0,85,3702,-2.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
187601,1964,82,23.951219512195124,98.0,92.0,5.0,75.4,5.0,65,3928,-2.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
187623,522,47,11.106382978723405,46.0,70.42857142857143,7.0,61.5,6.0,40,1044,-0.9285714285714286,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
187663,187,13,14.384615384615383,14.0,0.0,0.0,50.2,5.0,65,374,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
187793,2817,150,18.78,12.0,76.0,5.0,59.6,5.0,40,5634,-2.7,7.0,0.0603640811335996,0.0368437990981993,0.0,0.0,0.0,0.0713407376628795,0.1168831168831168,0.0,4.0,0.0,0,0.01,0,Safe
188026,444,56,7.928571428571429,36.0,96.0,5.0,83.16666666666667,6.0,40,888,-2.4545454545454546,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
188152,1314,184,7.141304347826087,40.0,84.0,5.0,90.5,6.0,85,2628,-0.8181818181818182,5.0,0.6832778427502054,0.2646726830630796,1.0,1.0,2.0,0.0267720732143307,0.0531933471421147,2.0,5.0,0.4,1,0.7,1,Medium Risk
188251,603,34,17.735294117647058,32.0,79.0,3.0,62.66666666666666,3.0,40,1206,-2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
188273,662,38,17.42105263157895,123.0,69.33333333333333,3.0,82.71428571428571,7.0,65,1324,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
188278,4497,167,26.92814371257485,237.0,0.0,0.0,71.66666666666667,6.0,30,8994,-0.8333333333333334,2.0,0.6950755857325506,0.2598548369649851,7.0,4.0,24.0,0.0654675822246751,0.2212825657412685,21.0,47.0,0.4468085106382978,1,1.0,1,High Risk
188278,4497,167,26.92814371257485,237.0,0.0,0.0,71.66666666666667,6.0,65,8994,-0.8333333333333334,2.0,0.6950755857325506,0.2598548369649851,7.0,4.0,24.0,0.0654675822246751,0.2212825657412685,21.0,47.0,0.4468085106382978,1,1.0,1,High Risk
188662,944,60,15.733333333333333,35.0,94.66666666666669,3.0,85.5,8.0,65,1888,-2.4545454545454546,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
188766,372,35,10.628571428571428,30.0,0.0,0.0,55.6,5.0,65,744,-0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
188875,203,9,22.55555555555556,6.0,0.0,0.0,58.0,1.0,40,406,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
189035,934,106,8.81132075471698,106.0,84.0,5.0,78.8,5.0,65,1868,-2.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
189095,904,38,23.789473684210527,112.0,90.0,2.0,69.0,2.0,40,1808,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
189178,1096,36,30.444444444444443,23.0,0.0,0.0,80.16666666666667,6.0,40,2192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
