student_id,course_id,activity_id,event_type,time_spent_sec,timestamp
S011,C06,C06_A6,submit,616,2025-11-27
S011,C06,C06_A4,view,761,2025-10-20
S011,C06,C06_A6,submit,785,2025-10-03
S011,C06,C06_A9,view,365,2025-11-07
S011,C06,C06_A3,submit,227,2025-12-16
S011,C06,C06_A3,attempt,495,2025-09-14
S011,C06,C06_A5,view,758,2025-10-26
S011,C06,C06_A2,attempt,113,2025-09-13
S011,C06,C06_A10,view,465,2025-12-24
S011,C06,C06_A7,view,517,2025-09-29
S011,C06,C06_A8,attempt,109,2025-10-19
S011,C06,C06_A1,submit,568,2025-10-23
S011,C06,C06_A7,submit,602,2025-11-07
S011,C06,C06_A8,attempt,300,2025-11-15
S011,C06,C06_A3,attempt,681,2025-10-26
S011,C06,C06_A4,attempt,735,2025-12-30
S011,C06,C06_A8,attempt,779,2025-10-25
S011,C06,C06_A10,view,177,2025-11-05
S011,C06,C06_A5,view,526,2025-12-02
S011,C06,C06_A8,attempt,162,2025-12-01
S011,C06,C06_A8,submit,571,2025-09-17
S011,C06,C06_A10,submit,247,2025-10-30
S011,C06,C06_A7,attempt,63,2025-12-06
S011,C06,C06_A9,view,602,2025-10-19
S011,C06,C06_A5,view,646,2025-12-20
S011,C06,C06_A3,attempt,142,2025-09-17
S011,C06,C06_A7,attempt,615,2025-10-09
S011,C06,C06_A9,view,565,2025-09-21
S011,C06,C06_A8,view,410,2025-10-11
S011,C06,C06_A7,attempt,340,2025-10-09
S011,C06,C06_A4,attempt,58,2025-12-12
S011,C06,C06_A8,view,175,2025-12-11
S011,C06,C06_A1,submit,461,2025-09-08
S011,C06,C06_A10,attempt,320,2025-09-29
S011,C06,C06_A5,view,868,2025-12-05
S011,C06,C06_A7,attempt,32,2025-09-17
S011,C06,C06_A4,submit,387,2025-09-10
S011,C06,C06_A8,view,457,2025-11-02
S011,C06,C06_A7,submit,347,2025-11-13
S011,C06,C06_A8,attempt,375,2025-12-11
S011,C06,C06_A10,attempt,516,2025-12-17
S011,C06,C06_A3,submit,883,2025-11-18
S011,C06,C06_A2,view,810,2025-09-19
S011,C06,C06_A6,submit,681,2025-10-30
S011,C06,C06_A2,attempt,713,2025-10-29
S011,C06,C06_A6,view,775,2025-10-13
S011,C06,C06_A10,view,849,2025-11-20
S011,C06,C06_A2,submit,668,2025-10-24
S011,C06,C06_A1,attempt,268,2025-12-26
S011,C01,C01_A10,attempt,583,2025-09-07
S011,C01,C01_A5,submit,483,2025-12-05
S011,C01,C01_A3,attempt,691,2025-09-13
S011,C01,C01_A10,view,754,2025-09-05
S011,C01,C01_A8,submit,675,2025-12-12
S011,C01,C01_A10,submit,346,2025-11-12
S011,C01,C01_A8,submit,156,2025-11-23
S011,C01,C01_A10,submit,117,2025-09-26
S011,C01,C01_A8,submit,584,2025-11-14
S011,C01,C01_A5,view,613,2025-11-07
S011,C01,C01_A1,view,798,2025-11-01
S011,C01,C01_A5,submit,49,2025-09-17
S011,C01,C01_A3,submit,574,2025-09-25
S011,C01,C01_A8,view,311,2025-12-11
S011,C01,C01_A6,view,281,2025-12-17
S011,C01,C01_A5,submit,889,2025-12-24
S011,C01,C01_A5,submit,484,2025-09-12
S011,C01,C01_A7,submit,651,2025-10-13
S011,C01,C01_A5,attempt,633,2025-09-07
S011,C01,C01_A1,attempt,53,2025-10-15
S011,C01,C01_A9,attempt,214,2025-10-25
S011,C01,C01_A2,view,570,2025-10-12
S011,C01,C01_A7,attempt,293,2025-09-13
S011,C01,C01_A4,view,131,2025-11-10
S011,C01,C01_A7,view,322,2025-09-20
S011,C01,C01_A8,view,291,2025-12-09
S011,C01,C01_A5,view,187,2025-10-11
S011,C01,C01_A6,attempt,724,2025-09-23
S011,C01,C01_A10,view,659,2025-10-13
S011,C01,C01_A7,view,57,2025-12-02
S011,C01,C01_A4,view,335,2025-10-21
S011,C01,C01_A9,view,357,2025-09-20
S011,C01,C01_A2,attempt,361,2025-10-05
S011,C01,C01_A1,attempt,877,2025-12-26
S011,C01,C01_A5,view,83,2025-09-27
S011,C01,C01_A2,view,800,2025-11-17
S011,C01,C01_A9,submit,272,2025-11-04
S011,C01,C01_A8,submit,800,2025-11-05
S011,C01,C01_A4,attempt,147,2025-10-06
S011,C01,C01_A7,view,355,2025-10-31
S011,C01,C01_A5,submit,446,2025-09-10
S011,C01,C01_A2,attempt,59,2025-10-24
S011,C01,C01_A6,submit,269,2025-12-27
S011,C01,C01_A7,view,305,2025-11-11
S011,C01,C01_A8,submit,721,2025-09-14
S011,C01,C01_A10,view,811,2025-11-12
S011,C01,C01_A5,submit,834,2025-09-18
S011,C01,C01_A3,attempt,611,2025-10-24
S011,C01,C01_A1,attempt,115,2025-12-19
S011,C01,C01_A8,submit,542,2025-09-28
S011,C01,C01_A6,view,412,2025-11-10
S011,C01,C01_A5,view,830,2025-10-03
S011,C01,C01_A10,submit,463,2025-12-27
S011,C01,C01_A7,submit,492,2025-09-07
S011,C01,C01_A8,view,862,2025-10-31
S011,C01,C01_A7,submit,326,2025-11-24
S011,C01,C01_A7,view,30,2025-09-09
S011,C01,C01_A7,attempt,309,2025-11-17
S011,C01,C01_A2,attempt,889,2025-11-28
S011,C01,C01_A9,attempt,389,2025-12-18
S011,C01,C01_A7,submit,247,2025-11-15
S011,C01,C01_A10,submit,318,2025-09-07
S011,C01,C01_A2,view,786,2025-11-09
S011,C01,C01_A4,submit,101,2025-10-10
S011,C01,C01_A4,view,434,2025-11-30
S011,C01,C01_A9,view,880,2025-09-19
S011,C01,C01_A5,submit,599,2025-10-07
S011,C01,C01_A3,attempt,245,2025-11-19
S011,C01,C01_A1,submit,851,2025-10-12
S011,C01,C01_A3,submit,380,2025-11-22
S011,C05,C05_A5,submit,493,2025-10-06
S011,C05,C05_A8,view,708,2025-10-13
S011,C05,C05_A5,attempt,245,2025-10-30
S011,C05,C05_A8,submit,366,2025-09-04
S011,C05,C05_A6,submit,166,2025-11-23
S011,C05,C05_A3,view,653,2025-11-01
S011,C05,C05_A7,view,39,2025-11-27
S011,C05,C05_A8,view,453,2025-11-12
S011,C05,C05_A7,submit,750,2025-11-03
S011,C05,C05_A4,attempt,581,2025-09-12
S011,C05,C05_A1,submit,696,2025-09-11
S011,C05,C05_A5,submit,61,2025-12-25
S011,C05,C05_A8,submit,485,2025-11-27
S011,C05,C05_A4,view,391,2025-12-15
S011,C05,C05_A7,attempt,877,2025-11-17
S011,C05,C05_A4,attempt,426,2025-09-24
S011,C05,C05_A8,submit,38,2025-09-17
S011,C05,C05_A4,attempt,409,2025-12-30
S011,C05,C05_A3,view,485,2025-09-03
S011,C05,C05_A9,view,790,2025-09-04
S011,C05,C05_A5,attempt,726,2025-12-28
S011,C05,C05_A7,submit,396,2025-09-26
S011,C05,C05_A4,view,865,2025-11-19
S011,C05,C05_A6,submit,340,2025-12-14
S011,C05,C05_A9,submit,256,2025-10-01
S011,C05,C05_A10,attempt,401,2025-09-06
S011,C05,C05_A10,attempt,534,2025-12-26
S011,C05,C05_A9,submit,753,2025-11-18
S011,C05,C05_A7,view,37,2025-09-27
S011,C05,C05_A9,submit,435,2025-09-16
S011,C05,C05_A10,attempt,612,2025-11-05
S011,C05,C05_A9,attempt,204,2025-11-11
S011,C05,C05_A2,view,705,2025-12-05
S011,C05,C05_A10,submit,718,2025-11-28
S011,C05,C05_A10,submit,608,2025-09-24
S011,C05,C05_A5,view,632,2025-09-18
S011,C05,C05_A10,submit,96,2025-09-18
S011,C05,C05_A8,attempt,613,2025-12-20
S011,C05,C05_A7,view,565,2025-12-04
S011,C05,C05_A1,attempt,226,2025-12-19
S011,C05,C05_A4,submit,53,2025-11-29
S011,C05,C05_A5,submit,575,2025-11-19
S011,C05,C05_A7,attempt,727,2025-11-12
S011,C05,C05_A8,attempt,32,2025-10-26
S011,C05,C05_A7,submit,719,2025-11-24
S011,C05,C05_A5,view,360,2025-10-27
S011,C05,C05_A4,attempt,310,2025-09-17
S011,C05,C05_A7,submit,560,2025-10-31
S011,C05,C05_A6,attempt,400,2025-11-07
S011,C05,C05_A7,view,768,2025-09-30
S011,C05,C05_A6,view,314,2025-12-28
S011,C05,C05_A7,attempt,575,2025-10-29
S011,C05,C05_A4,attempt,35,2025-10-22
S011,C05,C05_A2,view,372,2025-09-12
S011,C05,C05_A10,submit,857,2025-09-05
S011,C05,C05_A9,submit,261,2025-11-29
S011,C05,C05_A6,attempt,106,2025-12-28
S011,C05,C05_A2,view,231,2025-09-23
S011,C05,C05_A2,attempt,348,2025-09-10
S011,C05,C05_A3,submit,670,2025-09-14
S011,C05,C05_A8,view,521,2025-10-27
S011,C05,C05_A8,view,636,2025-12-13
S011,C05,C05_A3,submit,372,2025-12-18
S011,C05,C05_A7,attempt,283,2025-09-15
S011,C05,C05_A8,attempt,274,2025-10-15
S011,C05,C05_A4,view,871,2025-10-14
S011,C05,C05_A3,submit,843,2025-10-02
S011,C05,C05_A5,view,824,2025-11-17
S011,C05,C05_A6,submit,479,2025-12-08
S011,C05,C05_A7,view,670,2025-10-29
S011,C02,C02_A5,view,117,2025-09-09
S011,C02,C02_A9,view,416,2025-10-12
S011,C02,C02_A9,submit,96,2025-12-11
S011,C02,C02_A4,view,93,2025-12-28
S011,C02,C02_A9,attempt,86,2025-10-10
S011,C02,C02_A6,submit,671,2025-10-27
S011,C02,C02_A6,view,134,2025-11-27
S011,C02,C02_A8,view,602,2025-09-08
S011,C02,C02_A1,attempt,900,2025-10-20
S011,C02,C02_A10,attempt,128,2025-11-20
S011,C02,C02_A6,attempt,268,2025-12-21
S011,C02,C02_A9,submit,836,2025-11-25
S011,C02,C02_A9,submit,40,2025-10-30
S011,C02,C02_A3,attempt,505,2025-12-12
S011,C02,C02_A9,attempt,665,2025-11-20
S011,C02,C02_A2,view,377,2025-11-24
S011,C02,C02_A8,submit,831,2025-09-05
S011,C02,C02_A2,attempt,559,2025-10-14
S011,C02,C02_A7,submit,227,2025-09-15
S011,C02,C02_A9,view,42,2025-11-17
S011,C02,C02_A6,submit,99,2025-11-16
S011,C02,C02_A2,view,616,2025-09-18
S011,C02,C02_A7,submit,551,2025-10-04
S011,C02,C02_A6,attempt,461,2025-11-02
S011,C02,C02_A6,submit,665,2025-10-28
S011,C02,C02_A4,view,278,2025-09-19
S011,C02,C02_A9,view,91,2025-09-18
S011,C02,C02_A7,attempt,628,2025-10-27
S011,C02,C02_A5,submit,697,2025-12-07
S011,C02,C02_A7,attempt,348,2025-11-15
S012,C06,C06_A8,view,180,2025-11-01
S012,C06,C06_A7,attempt,647,2025-10-15
S012,C06,C06_A1,attempt,407,2025-09-03
S012,C06,C06_A2,submit,630,2025-11-25
S012,C06,C06_A5,submit,178,2025-09-09
S012,C06,C06_A1,view,549,2025-12-15
S012,C06,C06_A8,submit,85,2025-10-26
S012,C06,C06_A10,attempt,230,2025-09-27
S012,C06,C06_A2,submit,236,2025-12-11
S012,C06,C06_A7,view,379,2025-09-26
S012,C06,C06_A5,submit,517,2025-11-29
S012,C06,C06_A5,submit,508,2025-11-17
S012,C06,C06_A3,submit,369,2025-12-20
S012,C06,C06_A6,submit,609,2025-10-14
S012,C06,C06_A6,submit,336,2025-10-25
S012,C06,C06_A3,attempt,196,2025-09-15
S012,C06,C06_A10,attempt,838,2025-12-27
S012,C06,C06_A8,view,537,2025-09-30
S012,C06,C06_A5,view,684,2025-09-30
S012,C06,C06_A5,submit,265,2025-10-31
S012,C06,C06_A8,submit,248,2025-10-02
S012,C06,C06_A5,attempt,782,2025-12-09
S012,C06,C06_A6,attempt,856,2025-12-05
S012,C06,C06_A8,attempt,240,2025-10-23
S012,C06,C06_A10,view,875,2025-09-02
S012,C06,C06_A5,attempt,40,2025-09-11
S012,C06,C06_A8,attempt,60,2025-11-12
S012,C06,C06_A7,view,175,2025-10-09
S012,C06,C06_A4,attempt,229,2025-11-21
S012,C06,C06_A6,submit,813,2025-10-18
S012,C03,C03_A8,view,233,2025-09-27
S012,C03,C03_A3,attempt,208,2025-09-30
S012,C03,C03_A2,attempt,766,2025-09-24
S012,C03,C03_A9,attempt,897,2025-11-11
S012,C03,C03_A7,view,212,2025-09-27
S012,C03,C03_A4,view,210,2025-12-18
S012,C03,C03_A3,attempt,133,2025-09-04
S012,C03,C03_A4,submit,170,2025-10-20
S012,C03,C03_A8,submit,836,2025-12-24
S012,C03,C03_A6,view,376,2025-12-30
S012,C03,C03_A10,view,342,2025-10-30
S012,C03,C03_A2,view,408,2025-12-14
S012,C03,C03_A2,attempt,706,2025-09-23
S012,C03,C03_A8,submit,848,2025-11-20
S012,C03,C03_A8,attempt,758,2025-09-10
S012,C03,C03_A2,view,177,2025-12-23
S012,C03,C03_A3,view,843,2025-09-26
S012,C03,C03_A3,view,575,2025-10-20
S012,C03,C03_A2,submit,413,2025-10-12
S012,C03,C03_A4,submit,469,2025-11-22
S012,C03,C03_A9,view,77,2025-12-08
S012,C03,C03_A5,submit,631,2025-09-26
S012,C03,C03_A3,submit,331,2025-12-12
S012,C03,C03_A6,view,365,2025-10-03
S012,C03,C03_A8,view,674,2025-12-12
S012,C03,C03_A1,attempt,159,2025-12-19
S012,C03,C03_A7,submit,628,2025-12-24
S012,C03,C03_A4,attempt,244,2025-12-04
S012,C03,C03_A5,view,833,2025-11-01
S012,C03,C03_A2,submit,659,2025-09-10
S012,C03,C03_A1,view,550,2025-10-21
S012,C03,C03_A5,submit,799,2025-11-06
S012,C03,C03_A2,attempt,540,2025-11-07
S012,C03,C03_A7,attempt,213,2025-10-13
S012,C03,C03_A3,submit,412,2025-11-08
S012,C03,C03_A7,submit,524,2025-12-02
S012,C03,C03_A3,attempt,515,2025-10-06
S012,C03,C03_A1,submit,440,2025-11-22
S012,C03,C03_A6,submit,695,2025-09-06
S012,C03,C03_A4,view,254,2025-12-25
S012,C03,C03_A10,view,492,2025-12-21
S012,C03,C03_A2,view,435,2025-09-29
S012,C03,C03_A1,attempt,465,2025-12-24
S012,C03,C03_A6,attempt,615,2025-09-22
S012,C03,C03_A2,attempt,290,2025-11-11
S012,C03,C03_A8,view,167,2025-12-07
S012,C03,C03_A2,view,332,2025-10-28
S012,C03,C03_A6,submit,390,2025-10-01
S012,C03,C03_A4,submit,72,2025-10-31
S012,C03,C03_A9,submit,666,2025-10-15
S012,C03,C03_A1,attempt,491,2025-10-31
S012,C03,C03_A8,attempt,448,2025-10-19
S012,C03,C03_A8,attempt,354,2025-10-06
S012,C03,C03_A8,attempt,55,2025-09-24
S012,C03,C03_A6,attempt,269,2025-10-05
S012,C03,C03_A6,submit,107,2025-10-17
S012,C03,C03_A9,view,331,2025-12-18
S012,C03,C03_A7,submit,555,2025-11-10
S012,C03,C03_A5,submit,110,2025-12-11
S012,C03,C03_A4,attempt,263,2025-09-14
S012,C03,C03_A5,view,103,2025-10-18
S012,C03,C03_A1,view,589,2025-09-27
S012,C03,C03_A10,attempt,231,2025-11-27
S012,C03,C03_A10,attempt,286,2025-10-10
S012,C03,C03_A6,submit,865,2025-12-09
S012,C03,C03_A5,submit,895,2025-10-07
S012,C03,C03_A6,view,752,2025-11-18
S012,C03,C03_A10,view,800,2025-12-02
S012,C03,C03_A9,submit,586,2025-12-27
S012,C03,C03_A2,attempt,38,2025-12-09
S012,C03,C03_A2,attempt,318,2025-12-16
S012,C03,C03_A7,attempt,831,2025-10-23
S012,C03,C03_A7,attempt,871,2025-11-15
S012,C03,C03_A10,submit,42,2025-11-01
S012,C03,C03_A2,submit,554,2025-12-08
S012,C03,C03_A5,view,437,2025-10-01
S012,C03,C03_A10,view,770,2025-12-06
S012,C03,C03_A1,view,515,2025-10-01
S012,C03,C03_A7,submit,631,2025-12-11
S012,C03,C03_A2,submit,805,2025-10-31
S012,C03,C03_A6,submit,863,2025-10-31
S012,C03,C03_A9,attempt,840,2025-09-12
S012,C03,C03_A2,attempt,896,2025-09-26
S012,C03,C03_A4,attempt,818,2025-11-30
S012,C03,C03_A6,attempt,244,2025-10-28
S012,C03,C03_A2,attempt,601,2025-09-05
S012,C03,C03_A7,attempt,172,2025-11-14
S012,C03,C03_A10,view,342,2025-12-05
S012,C03,C03_A10,view,541,2025-12-14
S012,C03,C03_A10,submit,884,2025-10-17
S012,C03,C03_A10,attempt,260,2025-10-25
S012,C03,C03_A9,attempt,732,2025-12-07
S012,C03,C03_A2,attempt,811,2025-12-10
S012,C03,C03_A7,submit,580,2025-10-10
S012,C03,C03_A4,attempt,631,2025-09-04
S012,C03,C03_A4,submit,834,2025-09-06
S012,C03,C03_A5,view,187,2025-10-14
S012,C03,C03_A8,submit,674,2025-12-13
S012,C03,C03_A2,submit,652,2025-11-14
S012,C03,C03_A4,attempt,420,2025-09-28
S012,C03,C03_A9,attempt,95,2025-11-09
S012,C03,C03_A3,attempt,222,2025-11-01
S012,C03,C03_A9,view,366,2025-11-13
S012,C03,C03_A2,attempt,684,2025-12-25
S012,C03,C03_A9,attempt,125,2025-09-23
S012,C03,C03_A8,view,721,2025-11-11
S012,C03,C03_A10,view,62,2025-12-16
S012,C03,C03_A1,submit,647,2025-11-03
S012,C03,C03_A1,view,221,2025-09-27
S012,C03,C03_A3,view,425,2025-10-08
S012,C03,C03_A10,view,268,2025-10-09
S012,C03,C03_A10,submit,566,2025-09-10
S012,C03,C03_A10,attempt,88,2025-10-19
S012,C03,C03_A2,submit,41,2025-09-23
S012,C03,C03_A2,attempt,450,2025-10-22
S012,C03,C03_A6,view,143,2025-09-18
S012,C03,C03_A4,submit,458,2025-11-02
S012,C03,C03_A3,submit,100,2025-10-21
S012,C03,C03_A10,view,163,2025-12-22
S012,C03,C03_A4,view,347,2025-10-27
S012,C01,C01_A9,submit,516,2025-09-22
S012,C01,C01_A6,submit,618,2025-10-11
S012,C01,C01_A6,submit,237,2025-11-05
S012,C01,C01_A2,submit,731,2025-10-30
S012,C01,C01_A4,attempt,236,2025-09-02
S012,C01,C01_A8,view,486,2025-09-10
S012,C01,C01_A4,attempt,649,2025-12-14
S012,C01,C01_A4,view,568,2025-10-14
S012,C01,C01_A3,submit,532,2025-10-30
S012,C01,C01_A3,attempt,619,2025-09-07
S012,C01,C01_A3,submit,123,2025-10-08
S012,C01,C01_A1,submit,497,2025-10-16
S012,C01,C01_A3,submit,892,2025-12-02
S012,C01,C01_A4,attempt,430,2025-11-19
S012,C01,C01_A10,view,455,2025-10-03
S012,C01,C01_A4,view,662,2025-12-04
S012,C01,C01_A4,attempt,498,2025-10-21
S012,C01,C01_A2,submit,217,2025-11-30
S012,C01,C01_A4,submit,127,2025-10-22
S012,C01,C01_A3,submit,74,2025-10-02
S012,C01,C01_A3,view,310,2025-12-23
S012,C01,C01_A10,submit,580,2025-10-09
S012,C01,C01_A4,submit,98,2025-11-30
S012,C01,C01_A1,submit,769,2025-12-26
S012,C01,C01_A3,view,535,2025-10-24
S012,C01,C01_A1,submit,154,2025-10-19
S012,C01,C01_A10,view,803,2025-09-15
S012,C01,C01_A10,submit,814,2025-12-10
S012,C01,C01_A4,attempt,449,2025-10-29
S012,C01,C01_A6,view,288,2025-09-28
S012,C04,C04_A10,view,503,2025-09-05
S012,C04,C04_A2,view,684,2025-11-29
S012,C04,C04_A2,submit,797,2025-10-31
S012,C04,C04_A10,attempt,381,2025-12-06
S012,C04,C04_A5,attempt,229,2025-10-22
S012,C04,C04_A6,view,40,2025-10-04
S012,C04,C04_A10,view,756,2025-12-28
S012,C04,C04_A2,view,364,2025-11-26
S012,C04,C04_A9,submit,505,2025-11-03
S012,C04,C04_A3,attempt,99,2025-09-12
S012,C04,C04_A8,submit,702,2025-10-03
S012,C04,C04_A9,submit,478,2025-09-19
S012,C04,C04_A6,attempt,870,2025-10-07
S012,C04,C04_A3,view,204,2025-12-18
S012,C04,C04_A3,view,651,2025-09-14
S012,C04,C04_A5,view,331,2025-09-17
S012,C04,C04_A4,submit,789,2025-10-22
S012,C04,C04_A6,view,109,2025-11-26
S012,C04,C04_A1,view,723,2025-10-06
S012,C04,C04_A4,view,481,2025-10-17
S012,C04,C04_A1,view,251,2025-12-02
S012,C04,C04_A8,view,721,2025-11-09
S012,C04,C04_A8,view,482,2025-11-30
S012,C04,C04_A5,view,886,2025-11-22
S012,C04,C04_A9,submit,686,2025-11-25
S012,C04,C04_A7,submit,705,2025-12-25
S012,C04,C04_A7,view,429,2025-11-29
S012,C04,C04_A3,attempt,484,2025-09-08
S012,C04,C04_A7,submit,34,2025-09-08
S012,C04,C04_A4,attempt,815,2025-09-27
S013,C02,C02_A6,attempt,274,2025-09-27
S013,C02,C02_A4,view,46,2025-10-25
S013,C02,C02_A10,view,44,2025-10-15
S013,C02,C02_A3,view,726,2025-11-26
S013,C02,C02_A5,view,255,2025-12-23
S013,C02,C02_A6,view,846,2025-12-17
S013,C02,C02_A9,submit,201,2025-12-03
S013,C02,C02_A10,view,75,2025-10-25
S013,C02,C02_A4,submit,140,2025-12-15
S013,C02,C02_A7,attempt,360,2025-11-12
S013,C02,C02_A5,submit,224,2025-11-20
S013,C02,C02_A8,view,584,2025-10-22
S013,C02,C02_A9,attempt,153,2025-10-01
S013,C02,C02_A9,view,138,2025-10-17
S013,C02,C02_A6,attempt,207,2025-09-03
S013,C02,C02_A1,attempt,699,2025-10-12
S013,C02,C02_A5,view,428,2025-09-29
S013,C02,C02_A7,attempt,255,2025-09-10
S013,C02,C02_A7,submit,864,2025-10-07
S013,C02,C02_A7,submit,668,2025-10-19
S013,C02,C02_A7,view,98,2025-12-24
S013,C02,C02_A5,view,450,2025-10-10
S013,C02,C02_A7,submit,541,2025-09-15
S013,C02,C02_A4,submit,579,2025-12-12
S013,C02,C02_A3,submit,205,2025-10-04
S013,C02,C02_A7,view,644,2025-10-13
S013,C02,C02_A8,submit,743,2025-10-21
S013,C02,C02_A2,submit,819,2025-11-29
S013,C02,C02_A5,view,370,2025-09-24
S013,C02,C02_A6,submit,809,2025-12-24
S013,C02,C02_A1,submit,355,2025-12-19
S013,C02,C02_A8,submit,523,2025-09-10
S013,C02,C02_A9,attempt,48,2025-11-18
S013,C02,C02_A9,submit,489,2025-10-20
S013,C02,C02_A3,submit,685,2025-12-05
S013,C02,C02_A8,view,545,2025-11-16
S013,C02,C02_A9,submit,43,2025-10-01
S013,C02,C02_A4,view,661,2025-12-08
S013,C02,C02_A9,view,346,2025-10-02
S013,C02,C02_A10,submit,468,2025-12-07
S013,C02,C02_A5,view,664,2025-09-12
S013,C02,C02_A5,view,170,2025-10-19
S013,C02,C02_A6,attempt,333,2025-09-27
S013,C02,C02_A6,view,414,2025-09-28
S013,C02,C02_A8,submit,68,2025-10-02
S013,C02,C02_A1,submit,642,2025-10-28
S013,C02,C02_A3,submit,366,2025-09-19
S013,C02,C02_A9,attempt,355,2025-11-23
S013,C02,C02_A2,view,563,2025-12-12
S013,C02,C02_A5,attempt,693,2025-12-15
S013,C02,C02_A6,attempt,798,2025-09-05
S013,C02,C02_A5,view,897,2025-12-04
S013,C02,C02_A8,attempt,380,2025-10-03
S013,C02,C02_A2,view,582,2025-09-08
S013,C02,C02_A4,submit,284,2025-12-13
S013,C02,C02_A9,submit,742,2025-12-03
S013,C02,C02_A8,view,652,2025-12-22
S013,C02,C02_A2,attempt,563,2025-10-13
S013,C02,C02_A8,view,482,2025-11-21
S013,C02,C02_A10,view,96,2025-12-22
S013,C02,C02_A9,attempt,101,2025-09-26
S013,C02,C02_A4,view,679,2025-09-20
S013,C02,C02_A4,view,158,2025-09-13
S013,C02,C02_A7,view,636,2025-11-11
S013,C02,C02_A10,view,271,2025-11-05
S013,C02,C02_A3,view,466,2025-12-03
S013,C02,C02_A8,attempt,348,2025-09-23
S013,C02,C02_A2,submit,232,2025-10-03
S013,C02,C02_A9,attempt,210,2025-11-18
S013,C02,C02_A10,view,340,2025-10-08
S013,C02,C02_A10,submit,489,2025-11-22
S013,C02,C02_A4,view,308,2025-12-21
S013,C02,C02_A8,attempt,111,2025-10-18
S013,C02,C02_A8,attempt,416,2025-09-23
S013,C02,C02_A4,attempt,481,2025-10-26
S013,C02,C02_A4,submit,654,2025-12-05
S013,C02,C02_A7,attempt,808,2025-09-21
S013,C02,C02_A10,attempt,50,2025-12-08
S013,C02,C02_A2,attempt,467,2025-12-20
S013,C02,C02_A8,view,807,2025-12-27
S013,C02,C02_A9,attempt,639,2025-11-09
S013,C02,C02_A1,view,596,2025-12-04
S013,C02,C02_A7,view,293,2025-10-20
S013,C02,C02_A3,attempt,343,2025-10-30
S013,C02,C02_A9,attempt,414,2025-11-12
S013,C02,C02_A8,submit,522,2025-09-11
S013,C02,C02_A9,attempt,169,2025-12-02
S013,C02,C02_A9,attempt,230,2025-09-21
S013,C02,C02_A5,view,34,2025-09-03
S013,C02,C02_A2,submit,777,2025-12-03
S013,C02,C02_A2,attempt,533,2025-10-23
S013,C02,C02_A6,attempt,434,2025-12-06
S013,C02,C02_A8,attempt,423,2025-11-03
S013,C02,C02_A7,attempt,686,2025-11-16
S013,C02,C02_A5,view,448,2025-12-24
S013,C02,C02_A1,view,157,2025-10-21
S013,C02,C02_A1,submit,196,2025-09-26
S013,C02,C02_A1,attempt,291,2025-12-09
S013,C02,C02_A10,submit,386,2025-11-06
S013,C02,C02_A7,submit,530,2025-11-22
S013,C02,C02_A7,submit,407,2025-11-30
S013,C02,C02_A6,view,696,2025-10-21
S013,C02,C02_A8,attempt,783,2025-10-03
S013,C02,C02_A9,view,519,2025-09-06
S013,C02,C02_A1,attempt,676,2025-12-01
S013,C02,C02_A2,submit,58,2025-11-30
S013,C02,C02_A10,submit,690,2025-09-20
S013,C02,C02_A1,attempt,649,2025-10-30
S013,C02,C02_A2,submit,180,2025-10-04
S013,C02,C02_A5,view,646,2025-11-15
S013,C02,C02_A10,submit,891,2025-09-22
S013,C02,C02_A4,view,149,2025-12-09
S013,C02,C02_A5,view,689,2025-12-02
S013,C02,C02_A5,attempt,437,2025-12-01
S013,C02,C02_A1,submit,112,2025-11-07
S013,C02,C02_A6,view,463,2025-09-23
S013,C02,C02_A6,attempt,288,2025-11-29
S013,C02,C02_A5,attempt,542,2025-11-09
S013,C02,C02_A7,submit,421,2025-11-16
S013,C02,C02_A6,attempt,781,2025-10-24
S013,C06,C06_A9,view,141,2025-11-22
S013,C06,C06_A3,submit,825,2025-12-13
S013,C06,C06_A9,attempt,863,2025-09-20
S013,C06,C06_A4,attempt,796,2025-09-28
S013,C06,C06_A4,submit,437,2025-11-30
S013,C06,C06_A2,attempt,36,2025-09-23
S013,C06,C06_A7,attempt,31,2025-09-14
S013,C06,C06_A10,view,822,2025-11-30
S013,C06,C06_A5,attempt,567,2025-10-25
S013,C06,C06_A3,submit,325,2025-12-04
S013,C06,C06_A8,attempt,204,2025-09-24
S013,C06,C06_A5,attempt,220,2025-12-01
S013,C06,C06_A5,view,232,2025-11-03
S013,C06,C06_A10,view,544,2025-09-16
S013,C06,C06_A2,attempt,610,2025-12-15
S013,C06,C06_A8,view,220,2025-09-27
S013,C06,C06_A6,view,797,2025-09-25
S013,C06,C06_A6,view,295,2025-12-26
S013,C06,C06_A6,attempt,481,2025-11-21
S013,C06,C06_A5,submit,141,2025-12-22
S013,C06,C06_A7,submit,200,2025-09-12
S013,C06,C06_A2,attempt,117,2025-10-20
S013,C06,C06_A5,view,313,2025-09-10
S013,C06,C06_A3,attempt,60,2025-11-15
S013,C06,C06_A5,view,519,2025-11-03
S013,C06,C06_A9,submit,808,2025-09-14
S013,C06,C06_A7,view,92,2025-10-06
S013,C06,C06_A9,view,711,2025-11-15
S013,C06,C06_A1,view,129,2025-09-29
S013,C06,C06_A6,submit,840,2025-09-02
S013,C04,C04_A8,submit,562,2025-12-08
S013,C04,C04_A3,attempt,527,2025-11-01
S013,C04,C04_A2,attempt,648,2025-10-26
