student_id,total_time_spent,total_events,avg_time_per_event,active_days,access_frequency,avg_quiz_score,quiz_attempt_count,quiz_score_std,avg_quiz_time,avg_assignment_score,late_submission_ratio,assignment_count,avg_final_grade,failed_courses,risk_cluster,risk_level,generic_recommendation
S144,111776,240,465.7333333,104,2.307692308,6.596152351,92,2.027358843,467.25,7.487642501,0.111111111,9,7.590002215,0,2,Medium Risk,Increase consistency. Focus on weak topics and follow a structured study plan.
S145,104480,210,497.5238095,97,2.164948454,6.86076295,66,1.909535507,505.9090909,6.984174066,0.333333333,6,6.762990147,1,2,Medium Risk,Increase consistency. Focus on weak topics and follow a structured study plan.
S146,140688,290,485.1310345,110,2.636363636,6.605385289,108,2.197639585,479.2314815,6.931321861,0.222222222,9,6.929689596,1,0,Low Risk,Maintain current study habits. Explore advanced materials and optional challenges.
S147,135791,290,468.2448276,111,2.612612613,6.380054597,97,1.983037611,463.628866,6.596973944,0.166666667,12,7.467424091,0,0,Low Risk,Maintain current study habits. Explore advanced materials and optional challenges.
S148,114770,250,459.08,109,2.293577982,6.488710657,120,1.930991075,457.6333333,6.929663808,0.25,8,6.456680108,1,2,Medium Risk,Increase consistency. Focus on weak topics and follow a structured study plan.
S149,161585,340,475.25,113,3.008849558,6.361784286,127,1.998029759,458.9370079,7.509937992,0.363636364,11,4.460898424,4,2,Medium Risk,Increase consistency. Focus on weak topics and follow a structured study plan.
S150,133851,290,461.5551724,107,2.710280374,6.470745445,136,2.026886841,453.6176471,7.579226758,0.714285714,7,6.142093356,2,2,Medium Risk,Increase consistency. Focus on weak topics and follow a structured study plan.
S011_RISK,45389.41917,96.39905854,463.1458333,53,1.345794393,3.18405499,1,2.720669923,494.9029126,3.9561599,0.860713946,1,3.491620967,3,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S015_RISK,40567.27735,113.9472904,453.347619,52,1.2,3.614026803,2,3.947429153,445.1022727,3.894804204,0.660840149,2,3.226035818,1,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S018_RISK,53153.06396,118.3661774,464.575,47,1.263157895,4.264155635,4,3.961696776,498.3636364,3.543865929,0.818187331,1,4.101654417,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S020_RISK,50884.81016,113.7193181,462.59,50,1.2,4.409840288,4,3.504019182,457.4821429,4.01815139,0.880138502,2,3.671356241,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S025_RISK,32567.50786,66.96523955,423.1375,44,1.090909091,3.015197949,4,3.5847908,400.1392405,4.430088608,0.58535509,1,3.554510307,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S027_RISK,43279.88167,86.45493019,476.8333333,48,1.3125,2.594658465,3,2.70008728,425.9380531,3.809403515,0.78068511,2,3.438557588,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S051_RISK,43822.05451,94.16010164,483.75,42,1.129411765,2.543364759,2,3.392999639,471.2923077,3.630708794,0.768268465,1,3.140559589,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S056_RISK,55835.59006,114.717077,464.9625,52,1.371428571,4.35413655,4,3.331486973,476.3647059,3.930003797,0.547435424,1,4.275882674,1,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S058_RISK,60226.08179,149.627262,455.948,54,1.388888889,3.247239232,4,3.742108078,450.8161765,3.444878926,0.528431598,1,3.838629131,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S059_RISK,32107.59293,84.33473271,451.025,41,1.156626506,4.137625797,1,3.407809681,423.875,4.509237343,0.858188528,2,3.362259702,3,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S064_RISK,47434.74047,114.9592978,446.216,53,1.401869159,4.05648822,1,3.892196517,436.6036036,3.798895418,0.683105139,2,3.06988334,3,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S070_RISK,24821.47732,52.70262643,475.2166667,35,1.028571429,4.178393549,4,3.180974712,500.7105263,3.46582033,0.698761243,1,4.036236819,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S076_RISK,50948.00188,85.90269607,474.105,47,1.263157895,2.736819582,3,3.530667419,495.4032258,4.235094484,0.731847026,2,3.312683753,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S086_RISK,37512.7895,96.37149871,468.46,49,1.212121212,2.526941787,4,2.997813463,470.3783784,4.719524717,0.628133883,2,3.047342792,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S095_RISK,57830.85783,100.6812003,450.704,53,1.401869159,3.636047196,1,3.373738564,522.8461538,4.529326623,0.898780415,1,3.62601231,1,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S097_RISK,46839.35056,80.43688352,465.09,49,1.224489796,4.32243225,1,2.684369191,449.8481013,3.154328472,0.734465288,2,3.724536521,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S099_RISK,50208.17321,146.1161266,448.704,52,1.442307692,2.950648392,3,3.131978809,435.2521008,4.042833281,0.812314263,2,3.839860333,3,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S109_RISK,49724.90435,95.65586535,503.4904762,48,1.3125,2.510047294,3,3.673649972,492.6666667,4.166214779,0.713158357,2,3.247416268,1,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S112_RISK,56588.88702,106.5194648,472.94,48,1.237113402,3.148038446,1,2.71420162,470.0963855,3.919932212,0.562848542,1,3.936635446,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S114_RISK,46963.9454,93.58080345,439.985,47,1.263157895,3.218833659,2,3.059117476,410.45,3.307229472,0.577418576,2,3.98178885,3,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S118_RISK,30384.65127,51.28594846,472.125,40,0.888888889,2.688998323,3,3.146147324,462.15,4.416953696,0.574149994,1,3.214172473,1,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S128_RISK,35168.72837,111.7986259,437.04,49,1.224489796,2.855159571,1,3.37067061,406.9672131,4.920917828,0.570514397,2,3.295451103,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S135_RISK,42295.20054,80.09621767,480.36,47,1.263157895,3.659463737,1,3.207920676,480.0493827,3.298462153,0.50074579,2,3.120788776,1,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S144_RISK,56267.25173,126.5840865,465.7333333,52,1.384615385,3.063827303,2,3.213937243,467.25,3.151037773,0.692926302,2,4.176897792,2,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
S145_RISK,50604.41991,100.3737128,497.5238095,48,1.298969072,4.338389882,2,3.087858726,505.9090909,3.204364731,0.749251848,2,3.850196728,3,1,High Risk,"Immediate intervention needed. Reduce procrastination, review fundamentals, and seek academic support."
